3197468391, 1767855106
3197468391, 2033945746
3197468391, 3036141956
3197468391, 38974975
3197468391, 825875823
3197468391, 2567514456
3537982273, 2416484731
3473687777, 3469589500
3473687777, 990496397
3473687777, 2892947506
3473687777, 913235409
264876277, 2212919969
1534483818, 1897267951
1355996271, 2351788775
1355996271, 571415268
2411726276, 2105508317
2411726276, 135706634
2411726276, 3894667987
1091720544, 2523562208
1091720544, 1908507314
3593684261, 331502829
3593684261, 267902048
3184414062, 1328697582
3341263967, 1583577411
3341263967, 3461518589
3341263967, 810608905
3341263967, 3180412264
3341263967, 2338481531
3341263967, 3297493554
3341263967, 2864899561
3341263967, 3621549603
3341263967, 641678389
3341263967, 3834655845
1186129084, 2424565945
1186129084, 3972581484
687155152, 3622262372
1889728955, 240018991
1889728955, 331502829
1889728955, 988160405
1889728955, 1541564886
1889728955, 2877985693
1889728955, 2375503792
3498595321, 451317840
1583891911, 2031754020
2038562858, 3643380555
2038562858, 4054029300
2401908633, 1720019070
1220889821, 3597496510
772134053, 2458053629
772134053, 1666085128
3171083451, 2541238114
3076110891, 2417747893
3076110891, 1749528606
3076110891, 3294080054
3076110891, 3467219840
1622358303, 627948360
3241496548, 917421982
3241496548, 249918369
2536442907, 1918148274
3213877831, 1873687001
3213877831, 283716061
3213877831, 3256961152
2521576959, 4206471336
2760353297, 1793590520
231604513, 3480044787
1385874884, 4054029300
1428006660, 2458068456
260868573, 1821206755
1340214757, 423256429
1340214757, 2033574675
1340214757, 915098649
1340214757, 2669808667
280623319, 3131909049
280623319, 1298546667
3241171529, 3930161610
3241171529, 715159059
2383805605, 580008340
2383805605, 528289771
2383805605, 2874765790
561358023, 3037654114
561358023, 2163304477
1461782489, 244644122
2216281936, 1912059312
345751734, 1634011224
680676967, 2282893903
680676967, 1732859563
680676967, 2193628344
3124190075, 2815688436
2397407066, 1160148526
2397407066, 2305032569
4196815625, 1491636315
3750146106, 304983697
2583349450, 2501052021
2583349450, 3071252660
2429780408, 3930126543
2382998445, 236194065
1132626084, 3943175229
4135106289, 3803479601
4135106289, 3930126543
4135106289, 1767855106
3522195950, 2834313805
2327893693, 2721011967
2327893693, 1160148526
3689975266, 4054029300
3055062047, 2817061625
514217244, 252627634
3095717378, 4119250454
3095717378, 3680318580
1220061846, 2962659545
4236079011, 3348417635
1599704727, 1595465532
1599704727, 3036141956
1228677594, 398134674
2125691893, 436392678
2125691893, 1301945337
2125691893, 267902048
2125691893, 2199467633
2125691893, 3838242688
3108152171, 354974889
4148930352, 2796038131
3366003884, 1123244794
2333869357, 3657335672
2333869357, 609331956
98265558, 2048999821
812313343, 1815721382
812313343, 3167658465
812313343, 3803479601
1730903811, 282914818
1651858997, 2252845148
1651858997, 4024053152
686209839, 344906444
686209839, 812299615
686209839, 3505202339
686209839, 3811264923
1216665957, 2265864872
2153405519, 818504714
3250026293, 2834313805
1529672559, 2903662804
2414280321, 4239920443
4180064266, 3757971767
4180064266, 4040322582
2857568747, 3975666608
460776321, 240018991
460776321, 3626676306
460776321, 2021435753
460776321, 2536109970
460776321, 981252249
1576089640, 2669808667
1723423670, 1952293169
2752726554, 2962725194
2752726554, 2164973127
2752726554, 2252845148
4151136641, 2856937853
4151136641, 1474775097
4151136641, 3167658465
3444786385, 2792856754
1307564576, 2792856754
1673268609, 307071731
1618751437, 3987610774
2907012550, 4201750807
2907012550, 3597496510
2907012550, 437050836
3824969647, 4272342830
3824969647, 333508463
3824969647, 2571348801
3824969647, 2962725194
3824969647, 331502829
3824969647, 2326463380
3824969647, 2722906127
3824969647, 3256961152
3824969647, 1131940169
3824969647, 3198823658
952780814, 1531339765
952780814, 1404395751
952780814, 3866177358
952780814, 3697489067
644435205, 1918148274
2541914831, 156584666
761768089, 601094182
761768089, 1109825061
2619676998, 2023721073
2619676998, 2792856754
857592080, 4030798150
857592080, 2928822295
3145204398, 1767855106
1880261452, 354974889
1880261452, 925172794
929612418, 3096946503
929612418, 1707093494
3112366552, 128723876
486914631, 2501280523
1313345561, 3798379681
1313345561, 500857618
1677589025, 1553019839
1618486039, 1123244794
1840675769, 2460812912
4034167954, 1553019839
4034167954, 1821733300
2739251460, 299446963
2739251460, 1720019070
4279896425, 3076967009
1645299738, 533051511
1645299738, 1421630185
4249006157, 4140744216
4249006157, 3799386472
4249006157, 3261632504
4249006157, 995603012
1466372519, 2985391759
1219915380, 2448969855
1219915380, 3861090052
2624231289, 38974975
2624231289, 736262792
2624231289, 1964309262
2624231289, 1577437083
2954640696, 836628838
740030733, 2863143805
1160316477, 1857390350
2140147646, 917421982
1772319928, 3680140922
1772319928, 1964309262
1492479511, 516110926
4247624593, 3925613292
4247624593, 4186528243
1876752070, 45148230
3621773146, 2458053629
3677540024, 1152125988
3677540024, 4030798150
3677540024, 2467409062
3677540024, 3555641932
2333280604, 3036141956
2333280604, 486162423
2333280604, 2711982636
2333280604, 2291885035
42340048, 2670196825
3898895512, 81458678
646605258, 1323529412
1543619467, 1575376083
172574720, 3709066919
3999446682, 2071842684
3999446682, 439366650
3999446682, 4185115186
3999446682, 2501280523
3999446682, 2962725194
3999446682, 3502990892
3999446682, 1541564886
3999446682, 2944246732
2627471112, 1955766052
2646620872, 492612031
2646620872, 4135589149
2833294059, 2417747893
2833294059, 67249956
1304782487, 531662584
1244786433, 842198355
1562088593, 156603823
1562088593, 988160405
1562088593, 1037260580
1562088593, 331502829
1562088593, 2325340243
4161901504, 1932371532
4161901504, 3979775182
4161901504, 507847098
4161901504, 3318646261
4161901504, 1525918364
4161901504, 1452056386
4161901504, 4262496040
4161901504, 158531231
3407419315, 900897870
2208178449, 486162423
502043758, 393817534
1093450909, 2681199273
2708874622, 1669178531
2708874622, 3074133478
2708874622, 1236336671
3408810544, 66260844
3408810544, 882525479
3408810544, 1662308136
3408810544, 1539256277
3408810544, 3631889944
3408810544, 1717882536
4247633368, 3208908819
4247633368, 2351788775
4076353764, 147852768
2184815434, 3994781966
969017182, 3224203982
3559988733, 1577437083
3806430092, 916547437
820056297, 245442083
820056297, 3507534894
820056297, 2034536037
2799161384, 3721561384
384011878, 1914182220
384011878, 1577437083
3416797434, 1178274219
1037927665, 2590409583
287235030, 2903662804
3350355073, 2937549539
2069616722, 588924229
711023, 3368619983
947527680, 3721561384
947527680, 610133863
2067276681, 1055981550
370733614, 2217567238
825108026, 197344023
1341127364, 3898478698
1341127364, 2023976924
1341127364, 3663559651
1341127364, 3614812788
3968233868, 1344492095
3968233868, 81458678
3968233868, 2940917694
4146306785, 2105508317
4146306785, 2440671055
2247804946, 3909374079
2375214058, 1554993130
1818366931, 4103253513
1574906366, 4135589149
1574906366, 2473747678
1063410871, 2669808667
1063410871, 2630238456
1896924784, 2156846040
1351574647, 1918148274
2925300981, 2217567238
3362986226, 551538117
3638553704, 3251568850
542531268, 4052225912
498494262, 3021411633
3717678006, 3231004341
3717678006, 4246728549
4009338933, 3803199563
3838037746, 3556981605
1500677073, 981252249
1500677073, 2156846040
1500677073, 331502829
1500677073, 2325340243
524693186, 2619163162
3645703035, 2713603391
2195586830, 627948360
2195586830, 4138013784
2272339133, 925172794
1646256245, 445442743
2137883118, 895925498
2137883118, 1754474767
3338817729, 422699736
1325052851, 2902208687
1325052851, 1296007357
1325052851, 3711334312
1325052851, 1567970024
1325052851, 610133863
711114701, 3930161610
101139532, 4180930546
4110643370, 4030798150
4110643370, 2353444142
4110643370, 900897870
3316923302, 4181543522
3437707705, 2903662804
3871561495, 1080002133
3871561495, 517270916
3871561495, 508837021
3547678767, 156603823
3561509722, 2949876199
3561509722, 2291885035
4069111979, 1130967213
4088211339, 1482478167
4088211339, 988160405
4088211339, 3838242688
4088211339, 1048933817
565751058, 1160148526
1163404337, 1637039865
3554738022, 2512917389
960235819, 2056142684
2133110229, 3724535659
3444805670, 2669808667
3277999864, 1761058217
1854325030, 4137863751
2216574637, 1585175216
2871644594, 1767855106
2871644594, 983894136
2101016537, 3669515588
4198688186, 1227484684
426982030, 4000106370
3871615830, 38974975
3933733374, 1974832510
3933733374, 1315208123
3933733374, 2792856754
3102618987, 1358222118
3102618987, 3095718598
1634123974, 4201750807
2332449103, 4030798150
2332449103, 3894667987
2332449103, 2467409062
2332449103, 900897870
489303311, 2614389627
3523569764, 770526360
3523569764, 393817534
705428749, 3799854455
705428749, 895925498
705428749, 2059471156
705428749, 3934266336
2410636466, 3131909049
3374282771, 803166736
3374282771, 915098649
589221841, 1965944390
2028751864, 2460812912
3662646858, 2156846040
3662646858, 1037260580
3932918692, 2980440229
3226548018, 3842862938
3226548018, 2148913954
1582553363, 3325628838
468645454, 283716061
468645454, 1160148526
468645454, 648931301
468645454, 1856999246
508157745, 1006838695
508157745, 1101602207
2556948734, 4115365036
2419119319, 98054194
3614298118, 1482478167
2556624316, 3577629547
2556624316, 1662308136
2556624316, 2713603391
429545007, 3459927853
1737900245, 2827067982
1810490259, 1875891307
4041727877, 4179324570
1343091121, 2780094512
1343091121, 571210795
497847403, 2993320562
2095692859, 4054029300
2890754287, 1148170980
2890754287, 2033574675
2890754287, 4002956902
934522440, 95170590
934522440, 3257224121
2601739622, 3617843828
2601739622, 1330656870
1928236821, 3391264132
1928236821, 915098649
1078352709, 1232503863
3551653315, 4036343234
3551653315, 1292417817
2622965184, 2711982636
2366631166, 354026608
2735825482, 3530946278
2735825482, 4236087068
2735825482, 2713603391
2735825482, 2436389418
190966449, 327414596
2589285058, 4201750807
1702494949, 81458678
1702494949, 3410532659
1528261894, 1292417817
3547181216, 3176074542
3079170728, 3175354507
3411068949, 3043278753
4271832790, 1594431230
4271832790, 267902048
2692050883, 3330061773
1757219439, 4214369322
1838412114, 2903662804
1838412114, 2771438232
4093280925, 571210795
1337219820, 2480747202
1337219820, 1560565543
1337219820, 3311830643
1337219820, 2674968860
1337219820, 2164973127
4065411498, 3961511121
3691999057, 2669808667
109457319, 3036141956
109457319, 2803741841
2313801188, 1213367737
2313801188, 1577437083
11181661, 3325600533
11181661, 551538117
3697643704, 1679420385
158654799, 2771438232
1729772336, 962338748
33529991, 2903662804
33529991, 2464597212
2398034693, 3791414763
4051833423, 3157328676
2537869040, 1016040879
2782819889, 3188496109
2782819889, 2340199364
2782819889, 3681459280
3779639221, 533051511
2782256192, 4089111119
2368143686, 900897870
2368143686, 848730816
2554156320, 517270916
699420462, 2319889082
699420462, 1747573617
699420462, 3979775182
699420462, 3430986998
699420462, 1849546291
650677140, 3841001673
137002204, 4103253513
4075430671, 3172450732
4075430671, 4269216118
172350983, 965181412
2983860821, 2501052021
2983860821, 3044183470
206197591, 403467810
206197591, 2202271093
206197591, 2021435753
206197591, 439316726
206197591, 2962725194
206197591, 2722906127
206197591, 3556981605
206197591, 1037260580
206197591, 240018991
206197591, 2571348801
206197591, 3074133478
206197591, 2328965162
2064216470, 2724319931
2064216470, 436392678
2064216470, 1560565543
2064216470, 2202271093
2064216470, 439366650
2064216470, 1856999246
2064216470, 981252249
2064216470, 1131940169
2064216470, 240018991
2064216470, 2256989025
2064216470, 3282509573
3106014283, 2571725299
3106014283, 3617843828
141504468, 3292395061
141504468, 2501280523
1370221576, 848363602
860367383, 4145252615
1385432666, 398134674
3947636647, 246547106
3964130363, 2153152806
3914770194, 776020237
4285763820, 2217567238
4285763820, 1169783448
4285763820, 70152834
3378282916, 1873358601
1532342104, 4275037038
3087986954, 965181412
896558289, 1954960931
100436820, 1535643599
2573895060, 1233774081
2118200833, 3631889944
2118200833, 1717882536
2626248736, 2424565945
4115669931, 2979487597
3700018686, 3459927853
1818603662, 776020237
3311802494, 1948333652
3771252576, 3793812304
3870085498, 4115365036
2308064486, 2677559053
2308064486, 1949443459
2308064486, 3811264923
3083714278, 1132746796
1224225093, 1747573617
3980881110, 3424054391
3980881110, 3922819697
48240423, 240018991
48240423, 3282509573
48240423, 2326237915
1160533094, 1104038607
1394834813, 1577437083
3240223983, 331502829
834938492, 3641159022
834938492, 81458678
1100097626, 2884249863
1100097626, 310846555
1100097626, 1227484684
1100097626, 393035612
736283142, 2545657612
736283142, 48380986
2030980710, 383587770
2030980710, 2419536569
2030980710, 67249956
1437042342, 1060557660
2740234188, 736262792
2740234188, 3697489067
4165509784, 2650493630
879703976, 1732120655
2029051716, 422699736
3967625358, 1230559341
1793317024, 3505511916
1793317024, 2669808667
3206421919, 4089111119
3953459496, 875145825
1379130419, 2330978075
243341329, 147852768
640550522, 2054648409
683072052, 3972581484
683072052, 2257286686
1566352766, 2559434877
3875142269, 244644122
1784363573, 1178274219
3176283501, 3330927216
3143612077, 2403055502
3143612077, 3926920467
